time,open,high,low,close,vwap,volume,count
2023-12-03 00:00:00+00:00,39477.1,40117.2,39299.0,39975.1,39662.8,2138.76982162,25997
2023-12-04 00:00:00+00:00,39975.1,42415.5,39476.0,41984.7,41352.6,7454.60030785,60143
2023-12-05 00:00:00+00:00,41983.0,44465.0,41427.1,44080.8,43021.0,5566.77459438,48519
2023-12-06 00:00:00+00:00,44080.8,44277.2,43335.5,43761.7,43875.7,3558.3081874,37862
2023-12-07 00:00:00+00:00,43761.7,44041.4,42885.0,43291.7,43452.5,2649.07280081,27193
2023-12-08 00:00:00+00:00,43288.1,44699.0,43120.1,44179.5,43813.6,3595.64137028,29015
2023-12-09 00:00:00+00:00,44179.6,44368.9,43606.0,43709.6,43986.0,1720.15913105,20049
2023-12-10 00:00:00+00:00,43709.7,44040.1,43587.6,43788.0,43816.1,1376.78752819,17220
2023-12-11 00:00:00+00:00,43788.0,43808.4,39999.0,41236.8,41587.8,6918.90506416,48591
2023-12-12 00:00:00+00:00,41236.9,42300.0,40662.4,41469.9,41512.9,3827.46433532,28685
2023-12-13 00:00:00+00:00,41470.0,43421.5,40606.6,42889.1,42131.0,3664.05069388,30052
2023-12-14 00:00:00+00:00,42889.1,43380.1,41359.0,43016.1,42760.3,3403.66028483,28367
2023-12-15 00:00:00+00:00,43016.1,43090.9,41697.5,41943.3,42429.4,2421.86125412,25033
2023-12-16 00:00:00+00:00,41943.3,42664.2,41648.8,42231.5,42224.3,1484.46531222,15154
2023-12-17 00:00:00+00:00,42231.5,42350.0,41238.0,41344.3,41880.6,2873.78647559,17247
2023-12-18 00:00:00+00:00,41344.4,42709.4,40515.9,42646.1,41520.7,3401.3447875,26546
2023-12-19 00:00:00+00:00,42644.7,43422.7,41820.0,42267.0,42607.6,3052.46535157,24918
2023-12-20 00:00:00+00:00,42267.1,44300.0,42231.2,43630.0,43620.5,4004.57037215,29328
2023-12-21 00:00:00+00:00,43630.0,44236.9,43329.6,43869.3,43777.3,2615.35161211,23990
2023-12-22 00:00:00+00:00,43869.4,44429.4,43450.1,43997.0,43815.8,2630.83766727,27294
2023-12-23 00:00:00+00:00,43997.0,43999.0,43314.0,43750.1,43697.9,1140.85980407,18437
2023-12-24 00:00:00+00:00,43750.1,43933.1,42680.0,43014.9,43520.6,2343.63343067,18418
2023-12-25 00:00:00+00:00,43014.9,43777.9,42765.0,43604.1,43365.0,1746.95178352,15998
2023-12-26 00:00:00+00:00,43604.1,43604.1,41637.1,42519.1,42524.0,3180.63617197,26339
2023-12-27 00:00:00+00:00,42519.1,43650.0,42150.2,43468.1,42994.2,2143.684396,20736
2023-12-28 00:00:00+00:00,43467.2,43792.3,42307.2,42616.4,42903.2,2766.35320471,26383
2023-12-29 00:00:00+00:00,42616.4,43135.8,41300.6,42097.9,42281.4,2612.44640079,27964
2023-12-30 00:00:00+00:00,42097.9,42577.2,41551.8,42150.0,42162.8,1306.55262626,16586
2023-12-31 00:00:00+00:00,42150.1,42874.4,41991.1,42241.1,42457.7,1509.62365704,15673
2024-01-01 00:00:00+00:00,42241.1,44187.5,42215.7,44180.8,43314.3,2457.30419634,19869
2024-01-02 00:00:00+00:00,44180.8,45913.4,44113.2,44972.0,45175.4,6462.5537177,45964
2024-01-03 00:00:00+00:00,44975.4,45509.3,39501.0,42849.5,42976.7,7003.5579979,59410
2024-01-04 00:00:00+00:00,42849.5,44784.9,42682.0,44211.9,43806.5,3461.20649181,34669
2024-01-05 00:00:00+00:00,44210.0,44365.0,42480.0,44179.9,43702.7,3371.04701335,37163
2024-01-06 00:00:00+00:00,44179.9,44241.8,43451.0,43960.0,43851.0,990.41936124,16180
2024-01-07 00:00:00+00:00,43960.0,44483.9,43648.1,43915.9,44117.1,1547.79663154,19115
2024-01-08 00:00:00+00:00,43915.9,47306.6,43208.5,46989.4,45271.9,6838.67422667,52738
2024-01-09 00:00:00+00:00,46989.5,47988.0,44500.0,46128.7,46421.2,8483.34519719,62186
2024-01-10 00:00:00+00:00,46128.7,47699.6,44331.8,46664.8,45968.2,8288.08064486,65957
2024-01-11 00:00:00+00:00,46678.1,49000.0,45619.1,46350.4,47006.5,7397.10583103,66493
2024-01-12 00:00:00+00:00,46350.4,46500.0,41476.0,42800.1,44211.1,9423.71540987,66644
2024-01-13 00:00:00+00:00,42800.1,43230.0,42459.8,42827.9,42852.4,1718.42082056,25811
2024-01-14 00:00:00+00:00,42827.9,43055.0,41717.0,41719.1,42573.2,2802.78187532,25058
2024-01-15 00:00:00+00:00,41717.1,43318.0,41700.0,42506.4,42589.8,2405.08532051,23846
2024-01-16 00:00:00+00:00,42499.3,43568.3,42042.1,43134.7,42961.5,2360.50106233,26322
2024-01-17 00:00:00+00:00,43134.7,43165.0,42190.2,42747.8,42597.0,2079.15524064,21927
2024-01-18 00:00:00+00:00,42746.1,42877.0,40625.0,41264.7,41618.5,3426.982335,28062
2024-01-19 00:00:00+00:00,41264.8,42140.3,40255.0,41611.9,41184.9,3578.28441991,27090
2024-01-20 00:00:00+00:00,41611.9,41800.0,40000.0,41650.0,41332.4,827.74780718,10244
2024-01-21 00:00:00+00:00,41649.9,42260.0,41482.8,41554.7,41687.0,892.75638839,10991
2024-01-22 00:00:00+00:00,41554.8,41654.2,39410.9,39510.0,40323.0,4093.73353976,35136
2024-01-23 00:00:00+00:00,39510.0,40100.0,38518.0,39844.0,39231.1,3365.92043035,30988
2024-01-24 00:00:00+00:00,39844.0,40492.3,39451.1,40069.8,39930.5,2453.93910708,22651
2024-01-25 00:00:00+00:00,40069.8,40261.7,39556.2,39924.8,39905.3,1465.24653636,16598
2024-01-26 00:00:00+00:00,39924.8,42213.6,39810.4,41814.2,41152.8,3399.17302935,27229
2024-01-27 00:00:00+00:00,41814.3,42194.3,41399.9,42126.3,41783.2,1297.45365748,13460
2024-01-28 00:00:00+00:00,42126.3,42800.0,41651.2,42024.9,42312.0,1693.01208312,16833
2024-01-29 00:00:00+00:00,42025.0,43333.0,41817.8,43269.5,42673.1,1946.95379463,22540
2024-01-30 00:00:00+00:00,43272.7,43857.2,42716.0,42956.0,43418.5,2446.94412456,22857
2024-01-31 00:00:00+00:00,42956.0,43742.3,42300.1,42551.7,42961.3,2838.35239346,22977
2024-02-01 00:00:00+00:00,42551.7,43250.0,41882.5,43075.2,42660.0,2669.02478811,21059
2024-02-02 00:00:00+00:00,43075.3,43431.5,42546.6,43185.9,43081.1,2184.38096499,18075
2024-02-03 00:00:00+00:00,43185.9,43345.2,42900.1,42982.8,43093.5,526.15799578,10467
2024-02-04 00:00:00+00:00,42982.8,43091.1,42232.8,42591.4,42791.4,629.56386931,10772
2024-02-05 00:00:00+00:00,42591.3,43489.0,42250.9,42650.0,42767.9,1582.95704238,20053
2024-02-06 00:00:00+00:00,42650.0,43339.7,42530.3,43085.0,42972.6,1340.59799225,17580
2024-02-07 00:00:00+00:00,43085.0,44362.0,42763.7,44333.6,43484.3,3765.68949635,23295
2024-02-08 00:00:00+00:00,44333.7,45606.2,44333.7,45329.6,44941.7,3551.71897942,29430
2024-02-09 00:00:00+00:00,45329.6,48188.5,45258.8,47127.0,46918.2,5688.46558971,44582
2024-02-10 00:00:00+00:00,47127.1,48154.0,46900.0,47773.2,47442.9,1605.66098504,18326
2024-02-11 00:00:00+00:00,47766.2,48590.0,47580.9,48295.0,48225.7,1781.36073625,21288
2024-02-12 00:00:00+00:00,48295.0,50339.5,47642.0,49943.7,49395.0,5147.57339488,37650
2024-02-13 00:00:00+00:00,49943.7,50390.2,48240.0,49755.4,49357.1,3982.47498943,30280
2024-02-14 00:00:00+00:00,49750.1,52136.8,49255.2,51835.1,51182.4,4718.31045495,43123
2024-02-15 00:00:00+00:00,51835.2,52843.0,51335.2,51947.1,52023.5,4193.46649497,39762
2024-02-16 00:00:00+00:00,51947.1,52574.2,51625.0,52185.3,52071.8,2064.57876753,24426
2024-02-17 00:00:00+00:00,52185.3,52192.0,50581.2,51700.0,51375.1,2108.88563124,22226
2024-02-18 00:00:00+00:00,51700.1,52392.1,51231.1,52156.3,51856.2,1645.27261209,20234
2024-02-19 00:00:00+00:00,52157.1,52475.6,51704.8,51771.1,52151.9,1628.6291871,20670
2024-02-20 00:00:00+00:00,51771.2,52991.8,50663.7,52270.1,51926.9,4612.93475308,31235
2024-02-21 00:00:00+00:00,52270.1,52359.9,50636.4,51866.9,51351.3,2178.54135636,28718
2024-02-22 00:00:00+00:00,51866.9,52035.0,50890.2,51300.1,51575.2,1926.74006003,24141
2024-02-23 00:00:00+00:00,51300.1,51472.4,50456.0,50739.4,51031.4,1510.21978084,22003
2024-02-24 00:00:00+00:00,50739.4,51650.0,50589.7,51554.5,51204.8,942.00205046,15680
2024-02-25 00:00:00+00:00,51554.5,51936.7,51300.0,51733.8,51686.3,1220.61894467,14195
2024-02-26 00:00:00+00:00,51733.8,54920.0,50950.0,54525.4,53151.3,5241.13945742,43438
2024-02-27 00:00:00+00:00,54525.4,57572.6,54478.8,57072.6,56401.0,5285.87451429,50826
2024-02-28 00:00:00+00:00,57066.2,64015.8,56000.4,62487.8,60364.4,10911.28773542,106181
2024-02-29 00:00:00+00:00,62489.8,63583.5,60108.8,61180.9,61917.9,6805.48164512,70008
2024-03-01 00:00:00+00:00,61180.9,63150.0,60800.1,62434.3,62082.1,3522.12836667,37012
2024-03-02 00:00:00+00:00,62434.3,62500.0,61663.3,62033.7,62076.8,2212.55763597,22204
2024-03-03 00:00:00+00:00,62028.6,63255.0,61400.0,63178.2,62450.3,1592.02456275,26888
2024-03-04 00:00:00+00:00,63178.3,68521.0,62262.0,68323.1,65990.5,6106.3085254,70168
2024-03-05 00:00:00+00:00,68338.6,69218.0,59150.0,63802.3,65181.0,10647.21710186,112409
2024-03-06 00:00:00+00:00,63805.2,67635.3,62876.6,66098.9,66093.6,4896.523842,58924
2024-03-07 00:00:00+00:00,66098.9,68050.0,65668.0,66936.5,67131.9,3147.25047656,43026
2024-03-08 00:00:00+00:00,66936.7,70000.0,65200.0,68333.0,68167.0,4438.29990823,60515
2024-03-09 00:00:00+00:00,68333.0,68657.4,68047.8,68459.1,68374.9,964.99996567,21161
2024-03-10 00:00:00+00:00,68459.1,69981.0,68254.9,69040.1,69351.8,2360.95657907,38143
2024-03-11 00:00:00+00:00,69040.1,72866.4,67187.3,72100.0,71317.5,5547.01813187,62666
2024-03-12 00:00:00+00:00,72100.1,73000.0,68660.2,71484.7,71246.7,3980.18577146,56539
2024-03-13 00:00:00+00:00,71480.8,73666.5,71336.1,73082.4,72897.1,2818.46739181,40002
2024-03-14 00:00:00+00:00,73089.7,73734.0,68554.9,71371.2,71119.1,4983.78363201,55646
2024-03-15 00:00:00+00:00,71371.3,72500.0,65600.0,69488.8,68474.4,5903.81785283,81362
2024-03-16 00:00:00+00:00,69488.9,69999.0,64802.6,65249.6,67524.4,2550.190718,41076
2024-03-17 00:00:00+00:00,65249.6,68815.6,64555.0,68355.6,66955.8,2581.90048305,36130
2024-03-18 00:00:00+00:00,68355.6,68898.3,66569.4,67600.0,67649.5,2892.32240992,38800
2024-03-19 00:00:00+00:00,67600.0,68075.0,61537.5,61908.4,64246.8,6851.4328518,69108
2024-03-20 00:00:00+00:00,61905.3,68137.3,60778.2,67866.0,64528.6,6500.53270463,63905
2024-03-21 00:00:00+00:00,67866.1,68238.0,64564.4,65499.9,66469.8,2710.17809746,36754
2024-03-22 00:00:00+00:00,65500.0,66614.8,62204.1,63810.1,64187.7,2845.9453118,38432
2024-03-23 00:00:00+00:00,63810.0,65970.0,63050.4,64034.5,64604.1,1933.65360997,25782
2024-03-24 00:00:00+00:00,64034.4,67614.8,63825.0,67193.9,65623.2,1806.6128305,29362
2024-03-25 00:00:00+00:00,67199.1,71217.1,66438.4,69950.0,69172.9,4434.31051831,46157
2024-03-26 00:00:00+00:00,69950.1,71557.7,69116.8,70000.1,70297.5,2600.32974153,33710
2024-03-27 00:00:00+00:00,70000.1,71746.9,68366.5,69437.3,69737.3,3899.00360403,36854
2024-03-28 00:00:00+00:00,69437.2,71546.3,68800.0,70742.2,70498.1,3156.06986933,31994
2024-03-29 00:00:00+00:00,70742.2,70911.4,69128.7,69917.1,70036.3,1885.11342092,25085
2024-03-30 00:00:00+00:00,69917.0,70354.4,69607.6,69652.0,70007.6,669.4307169,16293
2024-03-31 00:00:00+00:00,69652.0,71323.9,69600.0,71306.8,70484.6,1097.39096998,17719
2024-04-01 00:00:00+00:00,71306.7,71306.8,68101.0,69681.1,69424.3,2039.09077986,30706
2024-04-02 00:00:00+00:00,69681.1,69699.9,64572.7,65457.6,66237.0,3892.19127401,49119
2024-04-03 00:00:00+00:00,65457.6,66902.0,64541.2,65991.5,65986.8,1507.14098717,27797
2024-04-04 00:00:00+00:00,65991.4,69354.7,65116.1,68527.4,67608.9,2782.22826481,35929
2024-04-05 00:00:00+00:00,68527.4,68755.0,66004.5,67856.5,67382.6,3264.19092426,38198
2024-04-06 00:00:00+00:00,67856.5,69693.1,67513.7,68908.6,68374.4,1622.37758547,21772
2024-04-07 00:00:00+00:00,68908.6,70300.0,68888.0,69386.1,69470.7,1592.35234659,25350
2024-04-08 00:00:00+00:00,69386.0,72731.5,69114.5,71650.0,71499.5,3524.06053669,35795
2024-04-09 00:00:00+00:00,71650.1,71738.0,68263.2,69159.9,69884.8,3982.98709625,33120
2024-04-10 00:00:00+00:00,69159.9,71100.1,67500.0,70612.2,69036.9,2906.12976057,31855
2024-04-11 00:00:00+00:00,70612.3,71250.9,69600.1,70046.4,70441.8,1971.1214094,24454
2024-04-12 00:00:00+00:00,70046.4,71200.0,65118.0,67205.2,68195.0,5854.23308811,57182
2024-04-13 00:00:00+00:00,67199.8,67946.1,60495.0,64042.4,64635.8,5688.40092704,70957
2024-04-14 00:00:00+00:00,64018.6,65835.1,62665.7,65700.0,64206.6,2418.68585252,32825
2024-04-15 00:00:00+00:00,65700.0,66898.7,62355.9,63408.4,64681.1,3187.66710088,37021
2024-04-16 00:00:00+00:00,63441.8,64341.9,61551.0,63832.6,62906.5,3089.16803046,35941
2024-04-17 00:00:00+00:00,63832.6,64444.0,59700.0,61284.4,61725.9,3856.04073894,44574
2024-04-18 00:00:00+00:00,61284.4,64142.7,60857.6,63509.1,62587.9,2723.02362572,33781
2024-04-19 00:00:00+00:00,63499.5,65499.9,59666.0,63849.1,63454.9,4458.81980276,47188
2024-04-20 00:00:00+00:00,63846.0,65424.1,63164.0,64993.7,64565.4,2049.04182914,22742
2024-04-21 00:00:00+00:00,64993.8,65715.3,64281.0,64953.6,64972.5,1341.96718412,20250
2024-04-22 00:00:00+00:00,64953.0,67200.0,64543.1,66831.4,66108.5,2626.8865329,30124
2024-04-23 00:00:00+00:00,66831.4,67190.0,65853.8,66419.8,66444.0,1878.08289759,22754
2024-04-24 00:00:00+00:00,66419.8,67000.0,63583.4,64291.3,65300.8,2418.73244785,30431
2024-04-25 00:00:00+00:00,64291.3,65300.0,62743.5,64489.1,64094.3,2429.37373644,26865
2024-04-26 00:00:00+00:00,64489.1,64760.8,63338.4,63750.8,64157.3,1618.43949102,20807
2024-04-27 00:00:00+00:00,63750.8,63893.0,62396.6,63425.0,62951.9,1349.33386371,20574
2024-04-28 00:00:00+00:00,63425.1,64301.0,62785.8,63114.9,63630.5,767.9538549,14007
2024-04-29 00:00:00+00:00,63114.1,64125.0,61774.6,63822.1,62792.1,1659.82104486,23883
2024-04-30 00:00:00+00:00,63822.1,64738.3,59110.0,60610.0,61334.5,4103.94734501,46707
2024-05-01 00:00:00+00:00,60610.0,60775.0,56378.0,58272.2,57940.7,5815.31538446,56786
2024-05-02 00:00:00+00:00,58272.3,59602.1,56929.9,59124.1,58540.8,2549.0291634,31233
2024-05-03 00:00:00+00:00,59113.2,63284.0,58848.7,62925.8,61260.1,3761.9953227,33396
2024-05-04 00:00:00+00:00,62925.8,64500.0,62550.4,63895.3,63484.9,2487.05794265,23702
2024-05-05 00:00:00+00:00,63898.0,64646.7,62937.0,64067.5,63860.6,1244.95349901,16729
2024-05-06 00:00:00+00:00,64067.5,65500.0,62720.2,63161.7,63916.2,2920.39142681,28788
2024-05-07 00:00:00+00:00,63161.7,64332.9,62305.0,62325.0,63483.0,2316.13898234,24651
2024-05-08 00:00:00+00:00,62325.0,62966.2,60888.9,61172.1,62076.5,1624.82227794,26541
2024-05-09 00:00:00+00:00,61172.1,63418.5,60650.7,63051.9,62101.3,1439.28575126,25942
2024-05-10 00:00:00+00:00,63052.0,63521.1,60220.2,60794.6,61688.7,2069.44661807,30694
2024-05-11 00:00:00+00:00,60790.8,61437.2,60484.0,60805.0,60987.9,792.96458373,13638
2024-05-12 00:00:00+00:00,60805.0,61800.0,60638.9,61444.6,61299.3,668.22060849,11630
2024-05-13 00:00:00+00:00,61444.6,63400.0,60773.2,62910.0,62568.2,1728.04946494,25694
2024-05-14 00:00:00+00:00,62910.0,63075.0,61000.0,61568.6,61746.4,1843.73972575,25935
2024-05-15 00:00:00+00:00,61568.6,66450.0,61325.4,66233.0,64534.2,4260.46874397,44050
2024-05-16 00:00:00+00:00,66233.1,66700.0,64557.0,65228.4,65616.2,2547.4399975,29516
2024-05-17 00:00:00+00:00,65228.4,67443.0,65121.1,67043.5,66599.4,2179.14176715,29398
2024-05-18 00:00:00+00:00,67043.6,67362.9,66620.4,66920.0,66969.3,565.40186442,14082
2024-05-19 00:00:00+00:00,66920.1,67984.0,65922.0,66262.4,67000.1,1096.64003357,18556
2024-05-20 00:00:00+00:00,66262.5,71464.9,66111.0,71408.1,68873.5,3168.46551312,44283
2024-05-21 00:00:00+00:00,71399.0,71896.4,69202.0,70145.1,70623.9,2366.52579535,34455
2024-05-22 00:00:00+00:00,70145.1,70594.2,68725.2,69144.0,69785.5,2667.19208346,26690
2024-05-23 00:00:00+00:00,69144.1,70500.0,66250.0,67940.8,68577.2,3538.19855776,34662
2024-05-24 00:00:00+00:00,67947.0,69285.3,66652.4,68539.1,68100.1,1803.19203512,24678
2024-05-25 00:00:00+00:00,68541.0,69608.3,68540.6,69278.7,69056.2,627.9022252,14226
2024-05-26 00:00:00+00:00,69278.7,69461.2,67971.1,68476.4,68926.9,481.57199102,14241
2024-05-27 00:00:00+00:00,68474.4,70600.0,68266.6,69377.8,69531.7,1340.86348323,23310
2024-05-28 00:00:00+00:00,69377.8,69509.6,67243.1,68324.9,68161.5,1727.62002411,25966
2024-05-29 00:00:00+00:00,68325.0,68843.3,67100.0,67575.4,67781.8,1916.8414627,21965
2024-05-30 00:00:00+00:00,67575.4,69550.0,67099.9,68365.0,68503.7,2098.19011204,25159
2024-05-31 00:00:00+00:00,68365.0,69000.0,66652.4,67498.1,67756.6,1214.31751664,22910
2024-06-01 00:00:00+00:00,67498.1,67817.9,67383.3,67717.2,67655.1,262.42915492,9996
2024-06-02 00:00:00+00:00,67717.2,68379.9,67283.0,67729.1,67858.9,686.52833716,12673
2024-06-03 00:00:00+00:00,67729.2,70253.4,67636.9,68800.0,69135.8,1647.26346475,25377
2024-06-04 00:00:00+00:00,68800.0,71050.0,68600.1,70558.6,70079.6,2378.57312613,26623
2024-06-05 00:00:00+00:00,70558.7,71709.0,70378.9,71103.6,71096.3,2163.80748451,25310
2024-06-06 00:00:00+00:00,71116.3,71596.5,70100.0,70752.1,70986.6,1460.01352187,19241
2024-06-07 00:00:00+00:00,70752.1,71900.0,68409.0,69317.0,70490.2,2531.8726325,32830
2024-06-08 00:00:00+00:00,69317.1,69511.2,69138.0,69291.5,69345.9,601.46220651,12379
2024-06-09 00:00:00+00:00,69291.5,69809.8,69155.3,69649.9,69520.8,421.24841694,12724
2024-06-10 00:00:00+00:00,69649.9,70142.5,69186.7,69522.1,69627.2,1227.00068662,17436
2024-06-11 00:00:00+00:00,69522.2,69558.7,66059.3,67348.6,67317.9,2498.48126829,33800
2024-06-12 00:00:00+00:00,67348.6,69969.0,66923.0,68233.7,68567.0,1900.53489755,29809
2024-06-13 00:00:00+00:00,68233.7,68412.0,66244.9,66756.5,67176.0,1247.85112117,24196
2024-06-14 00:00:00+00:00,66756.4,67275.7,65075.0,65992.1,66086.1,1703.77477408,27955
2024-06-15 00:00:00+00:00,65992.1,66405.3,65794.7,66198.1,66186.6,447.31797306,12834
2024-06-16 00:00:00+00:00,66198.1,66868.7,66020.0,66635.4,66468.1,542.32670314,10249
2024-06-17 00:00:00+00:00,66630.0,67267.0,65110.0,66487.6,66100.0,1178.55800856,22430
2024-06-18 00:00:00+00:00,66487.7,66556.5,64050.0,65169.7,65111.8,2452.72181677,34259
2024-06-19 00:00:00+00:00,65169.7,65660.1,64700.0,64949.0,65112.4,645.03059222,15441
2024-06-20 00:00:00+00:00,64949.1,66444.7,64550.0,64833.3,65330.0,1301.88144048,19343
2024-06-21 00:00:00+00:00,64833.3,64999.9,63335.6,64087.9,64028.4,1178.24286298,22945
2024-06-22 00:00:00+00:00,64088.0,64442.5,63932.2,64253.0,64264.8,355.67535869,9469
2024-06-23 00:00:00+00:00,64253.0,64496.6,63176.0,63176.1,63970.5,554.13121587,12521
2024-06-24 00:00:00+00:00,63176.1,63277.8,58448.0,60297.0,60748.3,3701.59188295,46612
2024-06-25 00:00:00+00:00,60297.1,62364.8,60245.0,61794.0,61359.5,1534.90147875,25162
2024-06-26 00:00:00+00:00,61794.1,62454.4,60689.9,60815.1,61379.0,827.76878602,19898
2024-06-27 00:00:00+00:00,60815.2,62297.8,60580.7,61617.1,61491.3,878.31549593,20197
2024-06-28 00:00:00+00:00,61617.1,62100.0,59942.7,60319.6,60940.8,880.35674383,21465
2024-06-29 00:00:00+00:00,60319.6,61102.1,60307.7,60860.0,60859.3,495.32479065,11596
2024-06-30 00:00:00+00:00,60860.0,62916.3,60660.7,62680.3,61800.8,819.171369,15253
2024-07-01 00:00:00+00:00,62680.4,63798.9,62489.9,62858.5,63155.0,1408.61107175,23148
2024-07-02 00:00:00+00:00,62858.6,63168.6,61747.0,62019.9,62231.5,924.08073447,20035
2024-07-03 00:00:00+00:00,62020.0,62178.9,59341.6,60146.6,60374.0,1615.05745394,31614
2024-07-04 00:00:00+00:00,60146.6,60399.3,56777.0,57021.1,58052.2,2727.52009454,42227
2024-07-05 00:00:00+00:00,57031.4,57520.4,53563.3,56650.1,55566.8,4102.76018281,53763
2024-07-06 00:00:00+00:00,56650.1,58468.0,56028.6,58234.9,57066.3,995.59225603,18053
2024-07-07 00:00:00+00:00,58234.9,58396.7,55727.7,55845.4,57128.8,940.57443934,19203
2024-07-08 00:00:00+00:00,55845.4,58129.8,54301.3,56699.3,56161.1,2283.59009877,31517
2024-07-09 00:00:00+00:00,56699.3,58245.2,56325.2,58001.6,57493.7,1412.64260222,24721
2024-07-10 00:00:00+00:00,58001.6,59474.1,57154.1,57743.1,58130.0,1511.28549023,28726
2024-07-11 00:00:00+00:00,57742.1,59500.0,57075.5,57350.0,58136.7,1532.40446222,25327
2024-07-12 00:00:00+00:00,57350.0,58494.9,56593.3,57911.4,57563.0,1135.13837554,24512
2024-07-13 00:00:00+00:00,57911.5,59836.5,57784.1,59222.8,58741.8,985.88672616,16359
2024-07-14 00:00:00+00:00,59222.8,61373.5,59222.8,60810.0,60078.6,1537.75585929,22028
2024-07-15 00:00:00+00:00,60810.0,64900.0,60704.5,64764.2,63119.7,2989.71251023,38137
2024-07-16 00:00:00+00:00,64764.3,65416.3,62466.0,65088.7,64315.2,3185.16204963,46923
2024-07-17 00:00:00+00:00,65077.1,66100.3,63853.1,64120.0,64968.4,1952.5629658,30598
2024-07-18 00:00:00+00:00,64120.1,65097.1,63225.5,63960.7,64122.8,1495.39840213,22956
2024-07-19 00:00:00+00:00,63960.7,67429.0,63350.0,66708.9,65974.4,2068.88597692,33655
2024-07-20 00:00:00+00:00,66708.9,67612.9,66301.4,67166.1,66962.5,878.57703216,21176
2024-07-21 00:00:00+00:00,67166.1,68313.0,65857.0,68137.1,67262.3,1510.0800522,26488
2024-07-22 00:00:00+00:00,68137.2,68531.4,66600.0,67595.1,67670.2,1381.72971405,30477
2024-07-23 00:00:00+00:00,67595.2,67761.1,65458.8,65900.8,66334.1,2538.76002268,33824
2024-07-24 00:00:00+00:00,65900.8,67098.3,65134.4,65367.0,66027.5,1565.37594373,23358
2024-07-25 00:00:00+00:00,65360.4,66090.9,63427.5,65795.4,64561.0,1783.90500659,29923
2024-07-26 00:00:00+00:00,65794.2,69000.0,65755.6,67914.7,67318.8,2487.78967158,35371
2024-07-27 00:00:00+00:00,67914.7,69398.3,66624.3,67900.8,68310.0,3068.23357372,41232
2024-07-28 00:00:00+00:00,67912.9,68282.0,67090.9,68250.0,67742.1,995.06551127,17384
2024-07-29 00:00:00+00:00,68250.0,69985.0,66429.9,66755.3,68162.0,2738.33894061,44411
2024-07-30 00:00:00+00:00,66755.4,66973.7,65337.5,66175.1,66247.3,1726.18820443,27016
2024-07-31 00:00:00+00:00,66175.1,66799.9,64524.6,64638.1,65782.4,1565.48572184,31057
2024-08-01 00:00:00+00:00,64638.1,65550.0,62250.0,65300.0,63816.6,2421.32198213,41316
2024-08-02 00:00:00+00:00,65300.1,65500.0,61205.0,61409.9,63379.6,2656.60031785,39943
